t_seconds,sensor_type,metric,value,unit,quality_score
84,mock_radar,radar_micro_motion_score,0.7338,score,0.875
84,mock_radar,breathing_like_score,0.0394,score,0.875
85,mock_pressure,pressure_value,0.8662,normalized,0.897
85,mock_pressure,occupancy_score,0.847,score,0.897
85,mock_radar,occupancy_score,0.958,score,0.908
85,mock_radar,radar_motion_score,0.686,score,0.908
85,mock_radar,radar_micro_motion_score,0.2467,score,0.908
85,mock_radar,breathing_like_score,0.5777,score,0.908
86,mock_pressure,pressure_value,0.8161,normalized,0.904
86,mock_pressure,occupancy_score,0.8651,score,0.904
86,mock_radar,occupancy_score,0.8667,score,0.911
86,mock_radar,radar_motion_score,0.6804,score,0.911
86,mock_radar,radar_micro_motion_score,0.6738,score,0.911
86,mock_radar,breathing_like_score,0.3584,score,0.911
87,mock_pressure,pressure_value,0.6385,normalized,0.903
87,mock_pressure,occupancy_score,0.8976,score,0.903
87,mock_radar,occupancy_score,0.936,score,0.886
87,mock_radar,radar_motion_score,0.5107,score,0.886
87,mock_radar,radar_micro_motion_score,0.5348,score,0.886
87,mock_radar,breathing_like_score,0.7478,score,0.886
88,mock_pressure,pressure_value,0.6685,normalized,0.953
88,mock_pressure,occupancy_score,0.9169,score,0.953
88,mock_radar,occupancy_score,0.9034,score,0.881
88,mock_radar,radar_motion_score,0.563,score,0.881
88,mock_radar,radar_micro_motion_score,0.4318,score,0.881
88,mock_radar,breathing_like_score,0.5152,score,0.881
89,mock_pressure,pressure_value,0.8049,normalized,0.92
89,mock_pressure,occupancy_score,0.859,score,0.92
89,mock_radar,occupancy_score,0.8154,score,0.918
89,mock_radar,radar_motion_score,0.8284,score,0.918
89,mock_radar,radar_micro_motion_score,0.3757,score,0.918
89,mock_radar,breathing_like_score,0.509,score,0.918
90,mock_pressure,pressure_value,0.8378,normalized,0.908
90,mock_pressure,occupancy_score,0.9062,score,0.908
90,mock_radar,occupancy_score,0.8281,score,0.895
90,mock_radar,radar_motion_score,0.0641,score,0.895
90,mock_radar,radar_micro_motion_score,0.5178,score,0.895
90,mock_radar,breathing_like_score,0.6755,score,0.895
91,mock_pressure,pressure_value,0.8259,normalized,0.9
91,mock_pressure,occupancy_score,0.9105,score,0.9
91,mock_radar,occupancy_score,0.8329,score,0.867
91,mock_radar,radar_motion_score,0.1055,score,0.867
91,mock_radar,radar_micro_motion_score,0.7165,score,0.867
91,mock_radar,breathing_like_score,0.7796,score,0.867
92,mock_pressure,pressure_value,0.8619,normalized,0.94
92,mock_pressure,occupancy_score,0.906,score,0.94
92,mock_radar,occupancy_score,0.8538,score,0.951
92,mock_radar,radar_motion_score,0.1155,score,0.951
92,mock_radar,radar_micro_motion_score,0.5365,score,0.951
92,mock_radar,breathing_like_score,0.705,score,0.951
93,mock_pressure,pressure_value,0.8599,normalized,0.945
93,mock_pressure,occupancy_score,0.8859,score,0.945
93,mock_radar,occupancy_score,0.8398,score,0.891
93,mock_radar,radar_motion_score,0.1381,score,0.891
93,mock_radar,radar_micro_motion_score,0.2189,score,0.891
93,mock_radar,breathing_like_score,0.6833,score,0.891
94,mock_pressure,pressure_value,0.8538,normalized,0.928
94,mock_pressure,occupancy_score,0.8495,score,0.928
94,mock_radar,occupancy_score,0.9309,score,0.907
94,mock_radar,radar_motion_score,0.1557,score,0.907
94,mock_radar,radar_micro_motion_score,0.5584,score,0.907
94,mock_radar,breathing_like_score,0.7099,score,0.907
95,mock_pressure,pressure_value,0.8616,normalized,0.925
95,mock_pressure,occupancy_score,0.9164,score,0.925
95,mock_radar,occupancy_score,0.891,score,0.917
95,mock_radar,radar_motion_score,0.0542,score,0.917
95,mock_radar,radar_micro_motion_score,0.8017,score,0.917
95,mock_radar,breathing_like_score,0.7769,score,0.917
96,mock_pressure,pressure_value,0.8487,normalized,0.922
96,mock_pressure,occupancy_score,0.9435,score,0.922
96,mock_radar,occupancy_score,0.7751,score,0.917
96,mock_radar,radar_motion_score,0.1389,score,0.917
96,mock_radar,radar_micro_motion_score,0.4922,score,0.917
96,mock_radar,breathing_like_score,0.7472,score,0.917
97,mock_pressure,pressure_value,0.8535,normalized,0.918
97,mock_pressure,occupancy_score,0.9162,score,0.918
97,mock_radar,occupancy_score,0.8481,score,0.885
97,mock_radar,radar_motion_score,0.0633,score,0.885
97,mock_radar,radar_micro_motion_score,0.2865,score,0.885
97,mock_radar,breathing_like_score,0.6664,score,0.885
98,mock_pressure,pressure_value,0.8719,normalized,0.893
98,mock_pressure,occupancy_score,0.8918,score,0.893
98,mock_radar,occupancy_score,0.8663,score,0.898
98,mock_radar,radar_motion_score,0.1377,score,0.898
98,mock_radar,radar_micro_motion_score,0.5266,score,0.898
98,mock_radar,breathing_like_score,0.7267,score,0.898
99,mock_pressure,pressure_value,0.8426,normalized,0.934
99,mock_pressure,occupancy_score,0.9029,score,0.934
99,mock_radar,occupancy_score,0.8886,score,0.911
99,mock_radar,radar_motion_score,0.1215,score,0.911
99,mock_radar,radar_micro_motion_score,0.726,score,0.911
99,mock_radar,breathing_like_score,0.7427,score,0.911
100,mock_pressure,pressure_value,0.8605,normalized,0.925
100,mock_pressure,occupancy_score,0.8928,score,0.925
100,mock_radar,occupancy_score,0.8787,score,0.928
100,mock_radar,radar_motion_score,0.0949,score,0.928
100,mock_radar,radar_micro_motion_score,0.4941,score,0.928
100,mock_radar,breathing_like_score,0.7239,score,0.928
101,mock_pressure,pressure_value,0.8258,normalized,0.891
101,mock_pressure,occupancy_score,0.8863,score,0.891
101,mock_radar,occupancy_score,0.86,score,0.902
101,mock_radar,radar_motion_score,0.1042,score,0.902
101,mock_radar,radar_micro_motion_score,0.2169,score,0.902
101,mock_radar,breathing_like_score,0.7043,score,0.902
102,mock_pressure,pressure_value,0.8779,normalized,0.932
102,mock_pressure,occupancy_score,0.9001,score,0.932
102,mock_radar,occupancy_score,0.8171,score,0.911
102,mock_radar,radar_motion_score,0.0694,score,0.911
102,mock_radar,radar_micro_motion_score,0.5358,score,0.911
102,mock_radar,breathing_like_score,0.6791,score,0.911
103,mock_pressure,pressure_value,0.816,normalized,0.919
103,mock_pressure,occupancy_score,0.8835,score,0.919
103,mock_radar,occupancy_score,0.8492,score,0.883
103,mock_radar,radar_motion_score,0.1252,score,0.883
103,mock_radar,radar_micro_motion_score,0.7527,score,0.883
103,mock_radar,breathing_like_score,0.7595,score,0.883
104,mock_pressure,pressure_value,0.8435,normalized,0.945
104,mock_pressure,occupancy_score,0.8839,score,0.945
104,mock_radar,occupancy_score,0.8077,score,0.878
104,mock_radar,radar_motion_score,0.1066,score,0.878
104,mock_radar,radar_micro_motion_score,0.5303,score,0.878
104,mock_radar,breathing_like_score,0.7273,score,0.878
105,mock_pressure,pressure_value,0.8557,normalized,0.906
105,mock_pressure,occupancy_score,0.9312,score,0.906
105,mock_radar,occupancy_score,0.851,score,0.883
105,mock_radar,radar_motion_score,0.0954,score,0.883
105,mock_radar,radar_micro_motion_score,0.2798,score,0.883
105,mock_radar,breathing_like_score,0.6482,score,0.883
106,mock_pressure,pressure_value,0.8466,normalized,0.877
106,mock_pressure,occupancy_score,0.9322,score,0.877
106,mock_radar,occupancy_score,0.8898,score,0.923
106,mock_radar,radar_motion_score,0.1,score,0.923
106,mock_radar,radar_micro_motion_score,0.5385,score,0.923
106,mock_radar,breathing_like_score,0.7336,score,0.923
107,mock_pressure,pressure_value,0.8073,normalized,0.927
107,mock_pressure,occupancy_score,0.9196,score,0.927
107,mock_radar,occupancy_score,0.8569,score,0.926
107,mock_radar,radar_motion_score,0.0951,score,0.926
107,mock_radar,radar_micro_motion_score,0.7337,score,0.926
107,mock_radar,breathing_like_score,0.7532,score,0.926
108,mock_pressure,pressure_value,0.8728,normalized,0.969
108,mock_pressure,occupancy_score,0.8805,score,0.969
108,mock_radar,occupancy_score,0.8928,score,0.875
108,mock_radar,radar_motion_score,0.107,score,0.875
108,mock_radar,radar_micro_motion_score,0.497,score,0.875
108,mock_radar,breathing_like_score,0.6929,score,0.875
109,mock_pressure,pressure_value,0.8565,normalized,0.935
109,mock_pressure,occupancy_score,0.9048,score,0.935
109,mock_radar,occupancy_score,0.8427,score,0.87
109,mock_radar,radar_motion_score,0.1023,score,0.87
109,mock_radar,radar_micro_motion_score,0.2252,score,0.87
109,mock_radar,breathing_like_score,0.6872,score,0.87
110,mock_pressure,pressure_value,0.8478,normalized,0.895
110,mock_pressure,occupancy_score,0.8707,score,0.895
110,mock_radar,occupancy_score,0.862,score,0.916
110,mock_radar,radar_motion_score,0.0755,score,0.916
110,mock_radar,radar_micro_motion_score,0.5289,score,0.916
110,mock_radar,breathing_like_score,0.7318,score,0.916
111,mock_pressure,pressure_value,0.8127,normalized,0.945
111,mock_pressure,occupancy_score,0.918,score,0.945
111,mock_radar,occupancy_score,0.8331,score,0.892
111,mock_radar,radar_motion_score,0.0683,score,0.892
111,mock_radar,radar_micro_motion_score,0.7268,score,0.892
111,mock_radar,breathing_like_score,0.797,score,0.892
112,mock_pressure,pressure_value,0.8322,normalized,0.906
112,mock_pressure,occupancy_score,0.9454,score,0.906
112,mock_radar,occupancy_score,0.8183,score,0.917
112,mock_radar,radar_motion_score,0.086,score,0.917
112,mock_radar,radar_micro_motion_score,0.5152,score,0.917
112,mock_radar,breathing_like_score,0.7018,score,0.917
113,mock_pressure,pressure_value,0.8583,normalized,0.955
113,mock_pressure,occupancy_score,0.898,score,0.955
113,mock_radar,occupancy_score,0.9086,score,0.877
113,mock_radar,radar_motion_score,0.0849,score,0.877
113,mock_radar,radar_micro_motion_score,0.2411,score,0.877
113,mock_radar,breathing_like_score,0.7283,score,0.877
114,mock_pressure,pressure_value,0.831,normalized,0.903
114,mock_pressure,occupancy_score,0.9073,score,0.903
114,mock_radar,occupancy_score,0.8485,score,0.902
114,mock_radar,radar_motion_score,0.1129,score,0.902
114,mock_radar,radar_micro_motion_score,0.4497,score,0.902
114,mock_radar,breathing_like_score,0.693,score,0.902
115,mock_pressure,pressure_value,0.8432,normalized,0.933
115,mock_pressure,occupancy_score,0.8982,score,0.933
115,mock_radar,occupancy_score,0.8281,score,0.868
115,mock_radar,radar_motion_score,0.0945,score,0.868
115,mock_radar,radar_micro_motion_score,0.7535,score,0.868
115,mock_radar,breathing_like_score,0.783,score,0.868
116,mock_pressure,pressure_value,0.844,normalized,0.961
116,mock_pressure,occupancy_score,0.8615,score,0.961
116,mock_radar,occupancy_score,0.8656,score,0.897
116,mock_radar,radar_motion_score,0.0559,score,0.897
116,mock_radar,radar_micro_motion_score,0.5187,score,0.897
116,mock_radar,breathing_like_score,0.7738,score,0.897
117,mock_pressure,pressure_value,0.8519,normalized,0.942
117,mock_pressure,occupancy_score,0.8711,score,0.942
117,mock_radar,occupancy_score,0.8359,score,0.906
117,mock_radar,radar_motion_score,0.1197,score,0.906
117,mock_radar,radar_micro_motion_score,0.2066,score,0.906
117,mock_radar,breathing_like_score,0.6662,score,0.906
118,mock_pressure,pressure_value,0.8534,normalized,0.896
118,mock_pressure,occupancy_score,0.9012,score,0.896
118,mock_radar,occupancy_score,0.8988,score,0.912
118,mock_radar,radar_motion_score,0.141,score,0.912
118,mock_radar,radar_micro_motion_score,0.5155,score,0.912
118,mock_radar,breathing_like_score,0.7529,score,0.912
119,mock_pressure,pressure_value,0.8537,normalized,0.927
119,mock_pressure,occupancy_score,0.8893,score,0.927
119,mock_radar,occupancy_score,0.8386,score,0.921
119,mock_radar,radar_motion_score,0.1005,score,0.921
119,mock_radar,radar_micro_motion_score,0.7618,score,0.921
119,mock_radar,breathing_like_score,0.7679,score,0.921
